category,subcategory,tags,attribute,attribute_description,tablename,geography,region,vintage,source,vartype,last_updated,notes
key,key,"chlamydia, health, std, sti, county rankings",county_fips,"FIPS code for county",sexually_transmitted_infections_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings",CHAR(3),2021-04-01,"The 2021 County Health Rankings used data from 2018 for this measure."
health,"sexually transmitted","chlamydia, health, std, sti, county rankings",chlamydia_pck,"Number of newly diagnosed chlamydia cases per 100,000 population.",sexually_transmitted_infections_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings","DECIMAL(5,1)",2021-04-01,"The 2021 County Health Rankings used data from 2018 for this measure."
key,key,"injury, mortality, injury deaths, health, county rankings",state_fips,"FIPS code for state",injury_deaths_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings",CHAR(2),2021-04-01,"The 2021 County Health Rankings used data from 2015-2019 for this measure."
key,key,"injury, mortality, injury deaths, health, county rankings",county_fips,"FIPS code for county",injury_deaths_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings",CHAR(3),2021-04-01,"The 2021 County Health Rankings used data from 2015-2019 for this measure."
key,key,"injury, mortality, injury deaths, health, county rankings",race,"Race and/or ethnicity",injury_deaths_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings",VARCHAR(20),2021-04-01,"The 2021 County Health Rankings used data from 2015-2019 for this measure."
health,injury,"injury, mortality, injury deaths, health, county rankings",injury_deaths_pck,"Number of deaths due to injury per 100,000 population.",injury_deaths_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings","DECIMAL(4,1)",2021-04-01,"The 2021 County Health Rankings used data from 2015-2019 for this measure."
key,key,"commute, economic, social, county rankings",state_fips,"FIPS code for state",commute_alone_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings",CHAR(2),2021-04-01,"The 2021 County Health Rankings used data from 2015-2019 for this measure."
key,key,"commute, economic, social, county rankings",county_fips,"FIPS code for county",commute_alone_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings",CHAR(3),2021-04-01,"The 2021 County Health Rankings used data from 2015-2019 for this measure."
key,key,"commute, economic, social, county rankings",race,"Race and/or ethnicity",commute_alone_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings",VARCHAR(20),2021-04-01,"The 2021 County Health Rankings used data from 2015-2019 for this measure."
economic,commute,"commute, economic, social, county rankings",commute_alone_pct_workforce,"Percentage of the workforce that drives alone to work.",commute_alone_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings","DECIMAL(5,4)",2021-04-01,"The 2021 County Health Rankings used data from 2015-2019 for this measure."
key,key,"commute, economic, social, county rankings",state_fips,"FIPS code for state",long_commute_alone_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings",CHAR(2),2021-04-01,"The 2021 County Health Rankings used data from 2015-2019 for this measure."
key,key,"commute, economic, social, county rankings",county_fips,"FIPS code for county",long_commute_alone_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings",CHAR(3),2021-04-01,"The 2021 County Health Rankings used data from 2015-2019 for this measure."
economic,commute,"commute, economic, social, county rankings",long_commute_alone_pct_commuters,"Among workers who commute in their car alone, the percentage that commute more than 30 minutes.",long_commute_alone_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings","DECIMAL(4,3)",2021-04-01,"The 2021 County Health Rankings used data from 2015-2019 for this measure."
key,key,"health, prevention, access, county rankings",state_fips,"FIPS code for state",mammography_screening_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings",CHAR(2),2021-04-01,"The 2021 County Health Rankings used data from 2018 for this measure."
key,key,"health, prevention, access, county rankings",county_fips,"FIPS code for county",mammography_screening_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings",CHAR(3),2021-04-01,"The 2021 County Health Rankings used data from 2018 for this measure."
key,key,"health, prevention, access, county rankings",race,"Race and/or ethnicity",mammography_screening_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings",VARCHAR(20),2021-04-01,"The 2021 County Health Rankings used data from 2018 for this measure."
health,prevention,"health, prevention, access, county rankings",mammogram_pct_medicare65to74,"Percentage of female Medicare enrollees ages 65-74 that received an annual mammography screening.",mammography_screening_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings","DECIMAL(3,2)",2021-04-01,"The 2021 County Health Rankings used data from 2018 for this measure."
key,key,"health, food access, county rankings",state_fips,"FIPS code for state",food_environment_index_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings, County Business Patterns",CHAR(2),2021-04-01,"The 2021 County Health Rankings used data from 2015 & 2018 for this measure."
key,key,"health, food access, county rankings",county_fips,"FIPS code for county",food_environment_index_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings, County Business Patterns",CHAR(3),2021-04-01,"The 2021 County Health Rankings used data from 2015 & 2018 for this measure."
health,"food access","health, food access, county rankings",food_environment_index,"Index of factors that contribute to a healthy food environment, from 0 (worst) to 10 (best).",food_environment_index_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings, County Business Patterns","DECIMAL(3,1)",2021-04-01,"The 2021 County Health Rankings used data from 2015 & 2018 for this measure."
key,key,"health, obesity, mental health, physical health, exercise, county rankings",state_fips,"FIPS code for state",health_factors_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings, County Business Patterns",CHAR(2),2021-04-01,"The 2021 County Health Rankings used data from 2017 obesity and physical inactivty, 2010 & 2019 for access to exercise opportunities, and 2018 for physical/mental/poor health."
key,key,"health, obesity, mental health, physical health, exercise, county rankings",county_fips,"FIPS code for county",health_factors_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings, County Business Patterns",CHAR(3),2021-04-01,"The 2021 County Health Rankings used data from 2017 obesity and physical inactivty, 2010 & 2019 for access to exercise opportunities, and 2018 for physical/mental/poor health."
health,"health factors","health, obesity, mental health, physical health, exercise, county rankings",fair_or_poor_health_pct_adults,"Percentage of adults reporting fair or poor health (age-adjusted).",health_factors_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings, County Business Patterns","DECIMAL(5,4)",2021-04-01,"The 2021 County Health Rankings used data from 2017 obesity and physical inactivty, 2010 & 2019 for access to exercise opportunities, and 2018 for physical/mental/poor health."
health,"health factors","health, obesity, mental health, physical health, exercise, county rankings",mean_physically_unhealthy_days,"Average number of physically unhealthy days reported in past 30 days (age-adjusted).",health_factors_rwjf,county,"United States",2021,"Robert Wood Johnson, University of Wisconsin Population Health Institute, County Rankings, County Business Patterns","DECIMAL(3,2)",2021-04-01,"The 2021 County Health Rankings used data from 2017 obesity and physical inactivty, 2010 & 2019 for access to exercise opportunities, and 2018 for physical/mental/poor health."
